question,percent_correct
"According to the article, which of the following about asteroids is TRUE?",0.5471159337521416
Which of the following BEST shows why NASA wants to track asteroids? ,0.7884066247858367
"Select the paragraph from ""Aiming Right At Us"" that gives the reason why NASA wants to involve the public to track asteroids.",0.4528840662478584
"Who manages the ""Asteroid Grand Challenge""?",0.7772701313535123
"According to the article, who are ""citizen scientists""?",0.5347712154807498
"What is ""Asteroid Grand Challenge""?",0.3390445474702681
"Select the paragraph from ""Dinosaurs Didn't Have A Clue"" that discusses the interest shown by people in the contest.",0.5500907075186454
What is the main idea of the article?,0.551501713364241
How is Goliath different from other wooden roller coasters?,0.8143550998381004
"According to the article, which of the following is NOT TRUE?",0.792588595071056
Which information is NOT provided in the image?,0.4846195358877496
Which piece of information is common to both question and image?,0.35743838819931645
Which of the following is NOT a unique feature of Goliath?,0.6080314273243125
Which of the following factors slowed down the construction of the project?,0.695329550414666
"According to the image, which of the following is NOT TRUE?",0.40375381929288523
In what way is the question different from the image?,0.4753382802269751
"According to the article, which of the following about Goliath is TRUE?",0.7242683097605377
Why did Rocky Mountain build tracks in the shop rather than on-site?,0.6357652989777343
The reader learns all of the following from the image EXCEPT:,0.45259767539560286
"According to the image, which of the following stabilizes the track?",0.6564906875787705
"Read the sentence from the article.

>""I know a lot of people across the country want to come. I can’t wait.""

Select the sentence from the article that BEST explains why people from all over the country are excited about Goliath.",0.49929438329099635
What technique has been used to make the track of Goliath stronger than traditional roller coasters?,0.5483112240097846
In what way is the image different from the question?,0.5958227490826983
Which information is present in the image but not in the question?,0.5694797252798947
Who designed the world's fastest wooden coaster?,0.6249239659367397
Why was working on the roller coaster risky?,0.6060675182481752
The image of the roller coaster DOES NOT include:,0.47582116788321166
Which information is present in the question but not in the image?,0.33941605839416056
What is the main reason the Caryatid statues are getting a face-lift?,0.5517241379310345
Which of the following BEST explains the intricacy of the cleaning process of the Caryatid statues?,0.34770114942528735
What best describes the structure of the article?,0.3160919540229885
"Read the sentence from the article.

>""Only it's the other way round, as visitors several times draw back the curtain — which they really shouldn't as laser is dangerous for the eyes.""

What does it help the author accomplish?",0.3333333333333333
Which of the following about the Caryatid statues is NOT TRUE?,0.7715909090909091
"Select the paragraph from ""Cleaning Years Of Grime"" that focuses on the procedure for cleaning the statues.",0.8090909090909091
"Read the following paragraph from the question:

>They're some of Greece's most famous beauties. And after nearly 2,500 years, it's perhaps only fitting that they're getting a face-lift.

How does the fourth paragraph of the article explain why it is ""fitting"" that the beauties are getting a ""face-lift""?",0.4784090909090909
"Read the sentence from the article.

>Conservators use technology developed specially for the Acropolis sculptures by the Foundation for Research and Technology-Hellas in Crete.

What was the purpose of the author to include this sentence in the article?",0.6181818181818182
"Select the paragraph from ""Beauties Of The Ancient World"" that explains the reasons for moving the statues to the Acropolis museum.",0.6788908765652951
Which of the following BEST shows that the Caryatid statues are quite famous? ,0.4883720930232558
"Read the sentence from the article.

>""We want to offer visitors a backstage peek,"" he said.

How does including this sentence in the article provide conquestion?",0.48389982110912344
"Read the sentence from the article.

>It takes about seven months to clean each of the larger-than-life statues, which were carved around 420 B.C.

What purpose does the above sentence serve in the article?",0.7325581395348837
When were the Caryatid statues made?,0.9165894346617238
How many people are involved in the cleaning of the statues?,0.7312326227988879
What is the structure of the fourth paragraph of the article? ,0.468952734012975
"Read the following sentence from the article:

>They are some of Greece's most famous beauties.

Select the paragraph from ""Imitated Through The Centuries"" that gives the BEST evidence for this claim. 
",0.5912882298424467
How long does it take to clean one statue?,0.7543859649122807
The repair work of the statues is being done in:,0.7300944669365722
What does the headline help the reader understand about the article?,0.4433198380566802
What is the second section of the article about?,0.6659919028340081
"According to the article, what is the purpose of implementing DACA?",0.793465577596266
"According to the article, which of the following about Navarro's family is TRUE?",0.6312718786464411
The article explains the hardships faced by Sara Navarro and her family by:,0.6709451575262544
"Read the sentence from the article.

> For about eight years after that, Navarro lived in fear.

Which of the following supports the above sentence?",0.49008168028004667
"According to the article, who is eligible for protection under the DACA?",0.6461336828309305
"Select the paragraph from the section, ""Victory, But Not Really"" that provides details about Navarro's family's immigration statuses.",0.7424639580602883
The article draws a connection between all of the following EXCEPT:,0.4849279161205767
"Read the sentence from the article.

>For Sara Navarro, being an undocumented immigrant used to feel a lot like being hunted.

Which of the following BEST supports the above sentence?",0.627129750982962
"According to the article, which of the following about DACA is TRUE?",0.65
"Select the paragraph from the section, ""Caught In A Status Maze"" that discusses the projected change in immigration laws.",0.7689655172413793
The article introduces illegal immigration by:,0.7005747126436782
All of the following state the reason for Navarro's fear EXCEPT:,0.6086206896551725
Why did Navarro's parents immigrate to Philadelphia?,0.45567206863679693
"According to the article, which of the following is NOT TRUE?",0.4833174451858913
"Select the paragraph from the section, ""Trying Not To Get Caught"" that tells what Navarro and her family did to avoid getting in trouble. ",0.4947569113441373
"According to the article, what is ""immigration reform""?",0.41468064823641565
"According to the article, who are termed ""undocumented""?",0.7383385162150156
Select the paragraph from the first section of the article that talks about Navarro and her siblings.,0.6268325188804975
At what age did Navarro come illegally to the United States?,0.7076854731230564
In what year did Navarro and her younger sister come to Philadelphia?,0.4278098622834296
Why was Beitashour's choice to play for Iran controversial?,0.6017830609212481
Which of the following is NOT a reason that Beitashour decided to try for a position on the Iranian national team?,0.43684992570579495
Which sentence from the article BEST illustrates one of the article's main ideas?,0.537890044576523
Which sentence from the article LEAST illustrates one of the article's main ideas?,0.5854383358098069
"Read the following sentence from the article: 

>But for others, his choice seems to be tinged with politics.

Which selection from the article BEST supports this idea?",0.5176336746302617
Select the sentence that BEST shows that Beitashour's decision to play for Iran had nothing to do with politics:,0.6703640500568828
Which of the following is a central idea of the question?,0.6669510807736063
"Select the paragraph from ""Just Wants To Play"" that contains two of the central ideas of the article.",0.5255972696245734
Select the paragraph that gives an example of someone who is proud of Beitashour because he is playing soccer for Iran.,0.3432485322896282
What helped the Iranian team warm up to the players from other countries?,0.473972602739726
Which of the following BEST summarizes the article?,0.5522504892367907
Which of the following is NOT a central idea of the article?,0.3898238747553816
"What information that isn't said directly can you learn from the following sentence?

>For the 27-year-old, this summer's tournament in Brazil could be his last chance.",0.4194815396700707
Why would Beitashour's U.S. background help him on Iran's team?,0.5860172820109977
Which of the following BEST describes the two main ideas from the article?,0.33464257659073054
"Which sentence BEST supports the idea that Beitashour, growing up with two cultures, could assist the team?",0.4846818538884525
Why did Steven Beitashour choose to play soccer for Iran?,0.5727494766224703
Why is it unsure that Beitashour will get a shot to play in the World Cup?,0.5983949755757153
Which sentence is LEAST important to a summary of the article?,0.5366364270760642
Which sentence is MOST important to a summary of the article?,0.5493719469644103
The two studies referred to in the article suggest all of the following EXCEPT:,0.5708687132593077
What did scientists study to measure the impact of weather change on glaciers?,0.5101241018941868
The article introduces the concept of the melting away of glaciers by:,0.6930111038536904
Why are the scientists chiefly studying the Thwaites Glacier?,0.4722403657740039
Select the paragraph from the article that gives detailed imagery describing the amount of ice contained in Antarctic glaciers. ,0.705686630369026
"According to the article, all of the following are impacts of global warming EXCEPT:",0.7014519056261344
The article draws a connection between all of the following EXCEPT:,0.6218995765275257
How does change in grounding lines affect the melting of glaciers?,0.7084089534180278
"According to the article, which of the following is TRUE?",0.6355335246543178
"Select the paragraph from ""What's Under The Ice Mass"" that explains the location where glaciers start melting first.",0.672058439864336
The article introduces the Thwaites Glacier by emphasizing:,0.5014349073832507
 The article explains the impact of global warming by:,0.4106444038612053
Why is the Thwaites considered an important test case by scientists?,0.44278260869565217
Which of the following is NOT a reason for an increase in global warming?,0.7229565217391304
"Select the paragraph from ""Too Late To Go Back"" that describes the source of information on which one of the studies is based.",0.3194782608695652
Which of the following does the article draw a connection between?,0.46260869565217394
Which of the following about glacier meltdown is TRUE?,0.5775785885620502
"Read the sentence from the article.

>The glaciers have passed ""the point of no return,"" Rignot said.

What does the above sentence mean?",0.5668476202499685
How long will it take for a complete meltdown to happen?,0.3750789041787653
Which of the following is responsible for meltdown?,0.666330008837268
"According to Clifford, he is certain that he has found the Santa Maria for all of the following reasons EXCEPT:",0.337468982630273
Why wasn't Daniel Koski-Karrel able to confirm his claim that he found the remains of the Santa Maria in 1987?,0.5260545905707196
Select the sentence that BEST supports the central idea of the article.,0.7568238213399504
Select the paragraph in the article that BEST explains the significance of finding the Santa Maria.,0.4143920595533499
"According to the article, why won't Barry Clifford provide the precise coordinates of the wreckage?",0.7632850241545893
"Daniel Koski-Karrel, an expert on the archaeology of northern Haiti, believes Clifford's claims are unbelievable for all of the following reasons EXCEPT:",0.355877616747182
Select the sentence that is LEAST important to include in a summary of the article.,0.6038647342995169
How could the recovery of the Santa Maria MOST benefit Haiti?,0.6231884057971014
What happened to the Santa Maria in 1492?,0.7161100196463654
"According to Clifford, what happened to the cannons that he photographed?",0.7180746561886051
Why would finding the Santa Maria be important for Haiti?,0.6827111984282908
"According to Koski-Karrel, Cliffords' claim that he found the Santa Maria is unbelievable because:",0.5864440078585462
How did Barry Clifford know where to look for the Santa Maria?,0.7075023741690408
Koski-Karell does not believe that Clifford has found the Santa Maria for all of the following reasons EXCEPT:,0.36087369420702753
"Select the paragraph in ""Many, Many Shipwrecks"" that BEST explains why the Santa Maria is important.",0.5925925925925926
Select the sentence that is LEAST important to include in a summary of the article.,0.4453941120607787
What happened to the 500-year-old cannon that Clifford found?,0.7093023255813954
Which of the following sentences about the Santa Maria is NOT TRUE?,0.636766334440753
How will Clifford prove that the really found the Santa Maria?,0.6517165005537099
The Santa Maria important because:,0.6616832779623477
Which of the following about U.S. agriculture labor laws is TRUE?,0.4468838526912181
"Read the sentence from the article.

>""It's hard manual labor, but there's nothing wrong with hard manual labor.""

What can be inferred from the above sentence?",0.6062322946175638
Which of the following BEST supports the central idea of the article?,0.7294617563739377
Select the sentence that is MOST important to include in a summary of the article?,0.5262039660056658
What is the major concern of the Human Rights Watch group?,0.6637752994630318
Which of the following shows that children often work in unsafe conditions?,0.8715406856670798
Select the sentence that DOES NOT support the central idea of the article.,0.6546881453944651
Select the sentence that is LEAST important to include in a summary of the article?,0.7116893845518381
"According to the article, which of the following is NOT TRUE?",0.6766647802301452
"Read the sentence from the article.

>""The U.S. has failed America's families,"" said report co-author Margaret Wurth.

What can be inferred from the above sentence?",0.7342010941331825
Which of the following shows the hazards of working on tobacco farms?,0.8030560271646859
Select the paragraph from the last section of the article that shows why one tobacco farm owner is OK with the idea of children working on tobacco farms.,0.5485757404263346
Which of the following makes children working in tobacco farms sick?,0.7570093457943925
"Read the sentence from the article.

>However, the suggested changes were withdrawn in 2012.

What were the suggested changes?",0.7967289719626168
Which of the following shows the aim of the Human Rights Watch group?,0.6319031435853866
Which of the following is LEAST important to include in a summary of the article?,0.72982158028887
What is the minimum age for children to work in tobacco fields in Virginia?,0.2558035045679197
What is one of the symptoms of Green Tobacco Sickness?,0.8214767110977984
Which of the following supports the main idea of the question?,0.49827766961210124
All of the following make children working in tobacco fields sick EXCEPT:,0.5453047775947282
"As per the Army's tattoo restrictions, which of the following is allowed?",0.7981651376146789
Select the sentence that BEST shows the shrinking parameters for getting into the army.,0.3944954128440367
Select the sentence that BEST supports the central idea of the article.,0.42201834862385323
All of the following can disqualify a candidate from getting into the Army EXCEPT:,0.6880733944954128
What is the reason that the military has become so selective about recruiting fresh candidates these days?,0.5120385232744783
The armed services skills test assesses candidates on all of the following EXCEPT:,0.5762439807383628
"Select the paragraph from ""Tougher Hurdles For Recruits"" that shows that earlier, even ineligible candidates were recruited into the Army.",0.5489566613162119
Select the sentence that is LEAST important to include in a summary of the article.,0.7319422150882825
"According to the article, which of the following is NOT TRUE?",0.6600719424460432
"According to the article, what does 'scarring' refer to?",0.4370503597122302
Select the sentence that DOES NOT support the central idea of the question.,0.4802158273381295
"Select the paragraph from ""Hurdling A Higher Bar"" that describes how many soldiers have a high school diploma.",0.7158273381294964
Why will high school graduates have a tougher time getting into the Army?,0.40476190476190477
Which of the following may prevent a candidate from joining the Army?,0.8184523809523809
Select the sentence that is MOST important to include in a summary of the article.,0.7261904761904762
"Select the paragraph from ""Turning Them Away"" that describes the subjects tested on the written armed services skills exam.",0.5922619047619048
Hoard now needs to recruit how many candidates each month.,0.9127324749642346
"According to the article, which of the following is TRUE?",0.5793991416309013
What is the main idea of the article?,0.4949928469241774
"Select the paragraph from ""Out Of Luck"" that discusses how military becoming choosy has affected the rest of the country.",0.5894134477825465
"According to the article, which of the following about Leonard is TRUE?",0.5129909365558912
"Read the sentence from the article.

>Still, there's some hesitation. Leonard says he doesn't doubt Mars One's sincerity, but he needs to be convinced that the group can pull off its grand idea.

What is the probable reason for Leonard's hesitation?",0.5921450151057401
"Select the sentence that contains a word that is an antonym for ""important.""",0.6362537764350453
"Read the sentence from the article.

>And he's hesitant to give up law school for what may be a quixotic dream.

What is a synonym for the word ""quixotic"" as used in the sentence above?",0.565558912386707
Why does Leonard want to go to Mars despite it being a one-way trip?,0.4911625591237242
"According to the article, which of the following is NOT TRUE?",0.35972118496390343
"Which of the following contains a word that means ""something that is difficult to achieve""?",0.6681603186457555
"Which of the following contains a word that means ""to anticipate""?",0.544436146377894
"Read the sentence from the article.

>Should he follow a safe career path? Or should he go for a dream that might not work out?

The above sentence talks about which dream of Cole Leonard?",0.7445106066244883
Which of the following BEST shows Leonard's reluctance to go to Mars?,0.37532564197990326
"Which of the following contains a phrase that is a synonym for ""intensely""?",0.3650911797543729
"Which of the following contains a word that is an antonym for ""doubtful""?",0.4676218831410495
"According to the article, which of the following is a safe career option for Leonard?",0.8261964735516373
People who will be selected to go to Mars will learn all of the following EXCEPT:,0.6328015673103834
"Which of the following contains a word that is an antonym for ""typical""?",0.612650433809124
"Which of the following contains a word that is a synonym for ""prospective""?",0.2583263364119787
"According to the article, how many people will get a chance to go to Mars?",0.5496621621621621
Why is Leonard hesitant to go to Mars?,0.625
"Which of the following contains a word that is a synonym for ""existing""?",0.408277027027027
"Which of the following contains a word that is a synonym for ""choice""?",0.2152027027027027
Which of the following BEST describes two main ideas in the article?,0.4375
Which of the following BEST describes the relationship between the first and last paragraphs of the article?,0.5625
"Read the sentence from the article.
>Smaller earthquakes in the Parkfield area could eventually trigger larger earthquakes that head south toward Los Angeles.

Which of the following lists the scientists featured in the article from MOST to LEAST likely to agree with the claim above?",0.46875
Which of the following accurately depicts the sequence of events found in the article?,0.28125
Select the sentence from the introduction that BEST summarizes the article.,0.21428571428571427
"Read the sentence from the article.
>Hough went a step further than the researchers, saying it’s possible that smaller earthquakes in the Parkfield area could eventually trigger larger earthquakes that head south toward Los Angeles.

Select the paragraph from the section “It Could Happen"" that portrays the assertion in the sentence above as uncertain.",0.07142857142857142
"Read the paragraph from the article.
>That irrigation has already caused dramatic changes. In the 1930s, water rerouting prompted the disappearance of Tulare Lake, once the largest body of freshwater west of the Mississippi River. Tulare Lake was 60 miles wide from end to end.

How does the paragraph contribute to the article’s portrayal of water usage in California?",0.35714285714285715
Why does the author discuss the Parkfield Earthquake and the San Andreas fault in the section “It Could Happen”?,0.35714285714285715
Which of the following BEST describes two main ideas in the article?,0.3793103448275862
Select the paragraph from the section “Thirsty Farms And Cities” that describes how much groundwater the Central Valley has lost.,0.7241379310344828
Which of the following paragraphs features the researcher portrayed by the article as MOST enthusiastic about the study’s findings?,0.4827586206896552
Select the paragraph from the section “Thirsty Farms And Cities” that describes other research that supports the findings of Amos and his group.,0.3103448275862069
Which of the following sentences would fit BEST in a summary of the article?,0.48214285714285715
Which of the following BEST describes two main ideas in the article?,0.44642857142857145
"Read the sentence from the article.
>That change in pressure can cause more small earthquakes, the researchers said.

Select the paragraph that features a researcher who would be MOST likely to disagree with the claim in the sentence above.",0.30357142857142855
"Read the sentence from the article.
>They think it's because groundwater is being pumped out.

Which of the following sentences BEST explains why the groundwater is being pumped?",0.5892857142857143
Select the sentence that BEST summarizes the article.,0.3233082706766917
"Select the paragraph from the section “Pumping Water, Shaking Ground?” that describes the importance of Central Valley groundwater.",0.7293233082706767
Select the paragraph from the introduction [paragraphs 1-6] that explains why the mountains in the Central Valley are rising faster than expected.,0.12781954887218044
Select the sentence which BEST shows that people can have a long-term effect on nature.,0.45864661654135336
The article tries to explain the connection between Kennewick Man and modern Native Americans by:,0.48187633262260127
The article draws a connection between all of the following EXCEPT:,0.4562899786780384
Which of the following BEST shows that the discovery of Naia's skeleton plays an important role to connect with the missing link?,0.4968017057569296
"Read the sentence from the article.

>It's hard to draw sweeping conclusions from a single skeleton, cautioned Smithsonian Institution archaeologist Dennis Stanford.

What was the purpose of the author to include the following sentence in the article?",0.582089552238806
The article introduces Jim Chatters by:,0.5171149144254279
The article DOES NOT draw a connection between:,0.3471882640586797
"Select the paragraph from ""An Underwater Study"" that shows what other kinds of bones were found with Naia.",0.6907090464547677
"Read the sentence from the article.

>""Even though she is extremely feminine looking and he is very masculine, they look a lot alike,"" he said.

Why does the author include this sentence in the article?",0.3924205378973105
What is the connection between Native Americans and northeast Asia?,0.5414725069897484
"Select the paragraph from ""Changing His Mind"" that made Chatters rethink the relation between Kennewick Man and modern Native Americans.",0.385834109972041
"Read the sentence from the article.

>They named it ""Hoyo Negro,"" or Black Hole.

Why does the author choose to include the following sentence in the article?",0.6719478098788444
Which of the following BEST shows that Kennewick Man might have connections with modern Native Americans?,0.4547996272134203
"According to the article, what is the similarity between Kennewick Man and Naia?",0.5008130081300813
"According to the article, why did Paleo-Americans look so different from Native Americans?",0.5073170731707317
"Read the sentence from the article.

>The study supports the traditional view.

According to the article, what is the traditional view?",0.4170731707317073
Which of the following shows that Naia is connected to modern Native Americans?,0.5853658536585366
"According to the article, which of the following is TRUE?",0.5332310838445807
How old is Naia's skeleton that was found in an underwater cave? ,0.7776073619631901
"Read the sentence from the article.

>He said that the skeleton didn't look anything like modern Native Americans.

Why did the skeleton look different?",0.488241308793456
"Read the following two sentences from the article.

>The study supports the traditional view.

>Naia will help scientists argue that most of the people who came to the Americas had their roots in northeast Asia.

Which sentence BEST describes the relationship between the two sentences?",0.3614519427402863
"Read the following paragraph from the article:

>Deborah Bolnick, a genetic anthropologist at the University of Texas, Austin and member of the study team, said researchers were attempting to extract nuclear DNA from the girl's skeleton. That would provide genetic information from both parents, unlike mitochondrial DNA, which is only passed on by the mother.

What does it imply about the benefits of nuclear DNA?",0.8290155440414507
"According to the article, which of the following is most likely NOT TRUE?",0.38860103626943004
"Read the following paragraph:

>Within the last 10 years, however, DNA research has suggested that America's early dwellers emerged from a single ancestral population that initially came from Asia. Penned in perhaps by vast ice sheets, these people probably evolved in isolation for thousands of years in a land between Siberia and Alaska that scientists call Beringia. Then, as the glaciers retreated and Beringia began to disappear amid rising seas, the inhabitants spread swiftly through North and South America, scientists say.

According to the above paragraph, what was the key event that brought the people of Beringia to the Americas?",0.616580310880829
Some archaeologists argued that the Americas were originally populated by people from Europe as well as Asia. What led scientists to attempt to refute that?,0.41450777202072536
The scientists have or will be doing all of the following to gather more information about Naia EXCEPT:,0.42168674698795183
What could you infer from the question that might help settle the debate on the origins of the first Americans?,0.6686746987951807
"Read the sentences from the article:

>Within the last 10 years, however, DNA research has suggested that America's early dwellers emerged from a single ancestral population that initially came from Asia. Penned in by vast ice sheets, these people evolved in isolation for thousands of years in a land between Siberia and Alaska that scientists call Beringia.

What do the sentences above imply:",0.43373493975903615
Naia  is connected to modern native Americans through all the following ways EXCEPT? ,0.5903614457831325
"Read the paragraph from the article:

>""For years archaeologists have been debating this transatlantic thing, and really it's been an enormous distraction,"" said Hoffecker. ""This helps us focus on Beringia, which is what we should have been doing all along.""

What does the paragraph imply?",0.29936305732484075
Why did scientists believe early Americans had roots in Europe as well as Asia?,0.5159235668789809
"Select the paragraph from ""An Archaeological Puzzle"" that explains when Native Americans came to look as they do today.",0.5095541401273885
"Read the following sentences:

>Trapped with her was a group of similarly doomed ice age animals. They included saber-toothed cats, elephant-like gomphotheres and giant sloths.

What can we conclude from the sentences above?",0.5159235668789809
"Select the paragraph from ""A Land Surrounded By Ice"" which explains why the appearance of early Americans began to change?",0.2963855421686747
What detail showed Naia is related to modern American Indians?,0.7686746987951807
Which event happened first?,0.5373493975903615
Which of the following does the article draw a connection between?,0.563855421686747
Why wasn't Naia discovered until recently?,0.8729508196721312
What detail helps explain how all Native Americans have the same roots?,0.34972677595628415
Why can't we see Beringia anymore?,0.6912568306010929
Why is finding Naia so important?,0.5259562841530054
"Read the sentence from the article.

>""These dogs, they were like people, for them to do that was despicable,"" said Witt, whose dog Satan was given to another handler in Vietnam when his tour was up in 1969.

What is a synonym for the word ""despicable"" as used in the above sentence?",0.6769716088328076
"Which of the following contains a word that is an antonym for ""ignore""?",0.5369085173501578
What best describes the structure of the article?,0.5160883280757098
"Read the sentence from the article.

>Witt was told enemy soldiers bringing back a dog's ear and a handler's dog tags earned extra money.

What does it help the author accomplish?",0.489589905362776
"Read the sentence from the article.

>Menomonee Falls-based War Dogs will do just about anything to spread the word about a little-known part of American military history.

What figure of speech is used in the above sentence?",0.5652465615565246
"Select the sentence that contains an idiom that means ""to increase rapidly in intensity or importance."" ",0.728950016772895
Which sentence from the article DOES NOT help describe the utility of dogs in various military operations?,0.7591412277759141
Which sentence from the article BEST shows the attachment military dog handlers had to their dogs?,0.7692049647769205
"Read the sentence from the article.

>Their weapons were their noses and keen eyesight.

What figure of speech is used in the above sentence?",0.6004743083003953
"Which of the following contains a word that is a synonym for ""amazing""?",0.42988142292490117
"Read the following sentence from the article.

>And when Skip was killed, the loss of his four-legged buddy felt like a punch to the gut to Witt, an Army dog handler.

How does including this sentence in the article provide conquestion?",0.793201581027668
"Read the following sentence from the article.

>Often they were targeted by the enemy because the dogs were so effective at tracking.

What was the purpose of the author to include the following sentence in the article?",0.614703557312253
"Select the paragraph from the first part of the article that contains a word that means ""committed.""",0.5549107142857143
"Which of the following contains a word that is a synonym for ""left without protection or care""?",0.7274553571428571
Which sentence from the article BEST shows that military dogs become an integral part of a soldier's life?,0.4875
"Read the following two sentences from the article.

>Satan and Skip weren't your regular soldiers.

>They were the four-legged kind.

Which sentence BEST describes the relationship between the two sentences?",0.48147321428571427
"Read the sentence from the article.

>""It became a very sore subject to me and my fellow handlers.""

What is the meaning of the word ""sore"" as used in the above sentence?",0.8013285957052372
"Which of the following sentences contains a word that means ""to collect something for a purpose""?",0.6204232967712034
"According to the article, all of the following are tasks performed by military dogs EXCEPT:",0.47922138112158197
"Read the paragraph from the article.

>Old soldiers get emotional when they see the dogs. At parades, the veterans stand and salute, said Tracy Hays. Hays' dog is an American Staffordshire terrier. Its name is Kestrel.

What purpose does this serve in the article?",0.5019310984087749
The article provides a connection between all of the following EXCEPT:,0.3661360347322721
The article describes the great migrant wave from the state of Yucatan to the United States by:,0.5586107091172214
"Read the sentence from the article.

>It might seem like a culinary aberration, but it isn't. 

What is a synonym for the word ""aberration"" as used in the above sentence?",0.5817655571635311
"Which of the following contains a word that means ""the appearance of something""?",0.5861070911722142
The article introduces the migration of people from Yucatan to the United States by:,0.2829850746268657
The article makes a connection between migration and all of the following EXCEPT:,0.6179104477611941
"Read the sentence from the article.

>Migrants crippled or maimed during the illicit journey to the United States hobble with canes or roll about in wheelchairs.

What is a synonym for the word ""illicit"" as used in the above sentence?",0.40238805970149255
"Select the sentence that contains a word that means ""an increase to a remarkably high level.""",0.6214925373134328
All of the following show the changes seen in Oxkutzcab due to migration EXCEPT:,0.41389290882778584
Returning migrants bring back all of the following with them EXCEPT:,0.35745296671490595
"Which of the following contains a word that is an antonym for the word ""simple""?",0.48191027496382055
"Which of the following contains a word that is a synonym for the word ""skillful""?",0.638205499276411
Migration to the U.S. has led to all of the following changes in Oxkutzcab EXCEPT:,0.4272890484739677
How do people raise money to migrate to the United States?,0.47456612806702575
"Which of the following contains a word that is a synonym for ""unusual""?",0.634949132256134
"Which of the following contains a word that is an antonym for ""together""?",0.5649311789347696
"Read the sentence from the article.

>Many men from this town have gone north to the United States.

Which of the following BEST supports the above sentence?",0.44
What jobs do most migrants from Yucatan to the U.S. end up doing?,0.6247058823529412
"Which of the following contains a word that is a synonym for ""changed""?",0.6188235294117647
"Read the sentence from the article.

>He barely makes enough money to survive.

What is the meaning of the word ""barely"" as used in the above sentence?",0.72
"According to the article, which of the following is NOT a reason for a drop in U.S. students studying in Mexico?",0.4474708171206226
Which of the following supports the central idea of the article?,0.5486381322957199
The article provides a connection between all of the following EXCEPT:,0.51621271076524
The article explains the recent drop in U.S. students going to Mexico for studies by:,0.6394293125810635
Which of the following is LEAST important to include in a summary of the article?,0.4319213313161876
"Select the paragraph from ""Student Goals For Future Exchanges"" that explains the obstacle Mexico will face in trying to get the number of U.S. students it attracts back to normal.",0.38199697428139184
"According to the article, what is the significance of the ""Proyecta"" program?",0.5990922844175491
Which of the following gives a reason for the decline in U.S. students wanting to study in Mexico?,0.7390317700453858
Which of the following is MOST important to include in a summary of the article?,0.41502890173410406
Which of the following DOES NOT support the central idea of the article?,0.44971098265895953
Which of the following misperceptions has led to fewer U.S. students opting to study in Mexico?,0.47398843930635837
"Select the paragraph from ""Get To Know Your Neighbor Better"" that shows the problem why Mexico is not preferred by students for exchange programs.",0.7317919075144509
"Select the paragraph from ""Making A Convincing Case"" that shows that several states in Mexico are still prone to violence.",0.7061524334251607
Which of the following shows that U.S. universities are keen on sending more students to study in Mexico?,0.4380165289256198
The article introduces the connection between Mexico and exchange programs by:,0.40955004591368227
What is the connection between Costa Rica and Mexico?,0.5821854912764004
Which South Amerian country is most popular with U.S. students studying abroad?,0.4698275862068966
"Select the paragraph from ""They'd Rather Be In The Rain Forest"" that talks about the preferred destination of U.S. students for exchange programs.",0.6232758620689656
Why was Mexico once a favorite destination for U.S. students to attend a university?,0.3254310344827586
The U.S. and Mexican governments are planning to exchange how many students in future?,0.6452586206896552
Which of the following does the article leave uncertain?,0.5064377682403434
"Read the following paragraph.

>On Tuesday, his panel approved a bill that would let districts get waivers to opt out of the healthier school lunch guidelines if they're struggling financially to meet them. On the same day, the Agriculture Department announced that it would give ""new flexibility"" to schools by allowing them to serve traditional pasta instead of whole-grain for another two years.

Which of the following is the BEST inference a reader could make based on the paragraph above?",0.5081545064377683
Why does the author spend time writing about Charity Edwards?,0.5862660944206008
Which of the following is missing from the article?,0.728755364806867
"Which paragraph in the section ""Waiting For Congress To See The Light"" shows Edwards does as much as she can to eat healthy and cut food costs?",0.7853435114503817
What conclusion CANNOT be drawn from the pending decisions by Congress?,0.5154198473282443
"Read the following paragraph.

>In March, Rep. Paul Ryan of Wisconsin, the Republican vice-presidential nominee in 2012, gave a speech in which he said the federal government was providing ""a full stomach and an empty soul"" to children who were getting free lunches.

What is the link Ryan is trying to make between free lunches and giving children ""an empty soul""?",0.6345038167938931
"Read the following paragraph.

>""My water bill is $80 a month, my gas bill is $200 a month, my electricity bill is $45 a month,"" said Edwards, adding that she's ""in the middle of a really bad divorce"" after being a stay-at-home mom since 2006.

Why did the author not just end the sentence after Edwards' first quote? Why add more?",0.5511450381679389
"Select the paragraph from the section ""A New Plan To Help"" which shows that funds for food over the summer would help a lot of kids. ",0.5914264036418816
"Read the following paragraph. 

>Murray also wants poor kids to be able to eat more white potatoes. White potatoes are a big crop in her state, Washington.

The paragraph above BEST supports which inference below?",0.6176024279210925
"Read the following sentence.

>In December, Republican Rep. Jack Kingston of Georgia ignited a firestorm when he suggested requiring schoolchildren to sweep the floors before getting free lunches. 

What does the phrase ""ignited a firestorm"" imply happened when Kingston made his suggestion?",0.6968892261001517
"Read the following sentences from the article.

>The issue has provided plenty of fodder for Republicans in recent months. 

>In March, Rep. Paul Ryan of Wisconsin, who ran for vice president in the 2012 elections, gave a speech in which he said the federal government was providing ""a full stomach and an empty soul"" to children who were getting free lunches.

Which of the following BEST describes the relationship between the two sentences?",0.5474203338391502
